Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P value	P value adjusted
TRAF1	Tissue enhanced	lymph node: 37.6	93.44063941	-1.027742414	0.17405453	-5.90471511	3.53E-09	9.51E-08
TRAF3IP2	Expressed in all		109.7706926	-0.60397726	0.125017115	-4.831156599	1.36E-06	1.91E-05
GYG2	Tissue enriched	adipose tissue: 173.1	416.5194453	0.670330351	0.169928747	3.944773098	7.99E-05	0.000671322
PKP2	Tissue enhanced	fallopian tube: 114.2;heart muscle: 123.3	722.5692062	0.325673735	0.129021899	2.524174088	0.011597048	0.043667421
F7	Tissue enriched	liver: 65.0	2629.283442	0.362939417	0.145381777	2.496457429	0.012544072	0.046515656
PRDM1	Tissue enhanced	esophagus: 61.0	92.91295889	-1.181137107	0.182042288	-6.488256768	8.68E-11	3.25E-09
TMCC3	Mixed		127.0344469	-0.577847636	0.155903967	-3.706433192	0.000210199	0.001518861
PITHD1	Expressed in all		443.6130174	0.192383847	0.061137078	3.146762204	0.001650892	0.008738177
MTA3	Expressed in all		185.3555534	-0.315136252	0.086125553	-3.659033135	0.000253169	0.001780765
LAMC2	Tissue enhanced	fallopian tube: 57.8	42.34119398	-4.31134831	0.500959917	-8.606174189	7.55E-18	1.00E-15
RASGRF1	Group enriched	cerebral cortex: 30.5;lung: 11.3	2.71872228	-1.59135573	0.476906817	-3.33682739	0.000847406	0.004986872
CAMK2B	Tissue enhanced	cerebral cortex: 214.1	218.8050264	0.656394719	0.207436099	3.164322516	0.001554444	0.008291147
ATP2B4	Expressed in all		712.9977538	-0.712157575	0.139166948	-5.117289578	3.10E-07	5.20E-06
DNAJC25	Tissue enhanced	liver: 16.7	1188.207175	0.651390997	0.107200855	6.076360095	1.23E-09	3.67E-08
SLC2A3	Tissue enhanced	bone marrow: 271.2	157.9644113	-1.916162248	0.251106513	-7.63087435	2.33E-14	1.79E-12
YBX3	Expressed in all		390.6231293	-0.850454659	0.196156837	-4.33558509	1.45E-05	0.000153013
OGFR	Expressed in all		573.9930423	0.765562134	0.196944049	3.887206224	0.000101405	0.000826189
PIGV	Expressed in all		452.1268947	0.331683308	0.104224202	3.182402005	0.001460589	0.007871498
COL11A1	Tissue enriched	placenta: 27.9	3.812404889	-3.546785254	0.527819365	-6.719695202	1.82E-11	7.88E-10
ACAA1	Expressed in all		7162.720781	0.584223609	0.153962707	3.794578711	0.000147894	0.001135925
BCAT1	Mixed		73.74797607	-2.046129584	0.258417506	-7.917921717	2.42E-15	2.19E-13
HDAC7	Expressed in all		283.2240068	-0.623949584	0.16917454	-3.688200259	0.000225846	0.001615512
LZTS1	Tissue enriched	parathyroid gland: 125.4	28.15880808	-1.134507685	0.212073789	-5.349589363	8.82E-08	1.68E-06
PRDM6	Tissue enhanced	gallbladder: 5.2;placenta: 5.9	6.659090898	-1.677597342	0.28521628	-5.881842868	4.06E-09	1.07E-07
GUCY1B3	Expressed in all		229.8345591	-0.50814839	0.150030313	-3.386971476	0.000706687	0.004282657
CDH3	Tissue enhanced	skin: 31.9	4.199059018	-1.351094814	0.462436611	-2.921686525	0.003481417	0.016290221
DGAT2	Tissue enhanced	adipose tissue: 493.2;liver: 170.9	6975.557449	1.953470712	0.196959438	9.91813712	3.47E-23	1.37E-20
LTK	Mixed		54.28921722	0.992770597	0.211029013	4.704427054	2.55E-06	3.35E-05
MRPS24	Expressed in all		680.3287835	0.419299257	0.137187501	3.056395481	0.002240156	0.011279166
ELMO2	Expressed in all		248.4610768	-0.243196396	0.098158815	-2.477580809	0.013227645	0.048508511
WAPL	Expressed in all		226.3818099	0.621894269	0.247785958	2.509804321	0.012079808	0.045089617
VMP1	Expressed in all		964.9066826	-0.328686292	0.100204592	-3.280151979	0.001037512	0.005924933
SEZ6	Tissue enriched	cerebral cortex: 54.3	12.83498607	1.452614274	0.397511235	3.654272243	0.000257912	0.001808168
ISOC2	Expressed in all		1423.830168	0.473077769	0.175064508	2.702305421	0.006886048	0.028559544
AHRR	Tissue enriched	testis: 65.2	6.651396225	-0.806556235	0.304717019	-2.646902486	0.008123277	0.032636014
HAGH	Expressed in all		2249.563381	0.620506808	0.144550022	4.292678765	1.77E-05	0.000180541
TM7SF3	Expressed in all		1093.234501	-0.387171999	0.12210737	-3.170750452	0.001520457	0.008143015
SPA17	Group enriched	fallopian tube: 124.1;testis: 430.2	24.31571784	-1.743706024	0.25841006	-6.747825618	1.50E-11	6.62E-10
WISP2	Tissue enhanced	cervix, uterine: 459.5;ovary: 167.2	31.28724141	-2.420202484	0.359151062	-6.738675554	1.60E-11	7.02E-10
ST3GAL6	Mixed		1017.907747	1.121732176	0.145224091	7.724146637	1.13E-14	9.16E-13
ATP2C2	Tissue enhanced	rectum: 38.4	5.914248422	-1.42591509	0.448668768	-3.178101959	0.001482426	0.00796848
HIPK2	Expressed in all		3370.422556	0.390626309	0.085081826	4.591183868	4.41E-06	5.41E-05
LPAR2	Mixed		29.2183351	-1.255652891	0.239965237	-5.232644973	1.67E-07	2.97E-06
CTSA	Expressed in all		1466.92833	-0.529703864	0.088832168	-5.962973531	2.48E-09	6.87E-08
SLC12A2	Expressed in all		638.2098504	-2.130086642	0.203901648	-10.44663769	1.52E-25	8.04E-23
CNN2	Expressed in all		386.0461141	-0.757873274	0.154479791	-4.905970361	9.30E-07	1.37E-05
BTBD1	Expressed in all		772.7141847	-0.323294204	0.09278071	-3.48449805	0.000493061	0.003141482
CALCRL	Tissue enhanced	lung: 114.3	604.3897827	-0.782271723	0.202842857	-3.85654065	0.000115003	0.000921344
TAF11	Expressed in all		257.7099426	0.172217778	0.057937616	2.972469204	0.002954148	0.01422391
SLC9A3R2	Mixed		2420.030409	0.579990637	0.200265156	2.896113575	0.003778156	0.017439207
NTHL1	Expressed in all		434.5642392	1.015676417	0.226905605	4.476206827	7.60E-06	8.65E-05
OAT	Expressed in all		1556.127635	1.226842657	0.23338049	5.25683469	1.47E-07	2.65E-06
GLP2R	Tissue enhanced	gallbladder: 19.3	25.2840264	1.379086747	0.227087386	6.07293418	1.26E-09	3.74E-08
DGKA	Mixed		67.74364386	-1.264461501	0.196056335	-6.449480473	1.12E-10	4.11E-09
ANKRD44	Mixed		58.44728098	-0.649164887	0.178858364	-3.629491351	0.00028398	0.001965282
TBC1D22B	Expressed in all		78.46157251	-0.399207113	0.095431703	-4.183170781	2.87E-05	0.000274598
SLK	Expressed in all		933.3505033	-0.213567797	0.08148537	-2.620934253	0.008768917	0.034804103
GSTO2	Mixed		39.53910707	-0.768788702	0.242575289	-3.169278728	0.001528178	0.008182604
SEC61A2	Tissue enhanced	cerebral cortex: 51.3	156.4922857	0.625352355	0.137978421	4.532247495	5.84E-06	6.89E-05
PRKCQ	Tissue enhanced	skeletal muscle: 43.0	16.73499341	-1.182978677	0.262090759	-4.513622235	6.37E-06	7.41E-05
ASB1	Mixed		184.4656253	-0.545968719	0.117431606	-4.649248522	3.33E-06	4.26E-05
MTHFD2	Expressed in all		89.55965508	-1.3375176	0.217819417	-6.140488391	8.23E-10	2.55E-08
FOXJ2	Expressed in all		214.6180772	-0.199361549	0.080608822	-2.473197654	0.013391006	0.04901372
PDE4A	Mixed		97.13361717	-0.877862729	0.166039568	-5.287069464	1.24E-07	2.26E-06
CTNNA2	Group enriched	cerebral cortex: 111.6;epididymis: 81.5;testis: 32.2	1.612654653	-3.4450731	0.834221438	-4.129686607	3.63E-05	0.000339054
NFYC	Expressed in all		433.5408052	0.176163501	0.058824415	2.994734434	0.002746839	0.013383648
SLC9A3	Tissue enhanced	colon: 80.9;gallbladder: 66.1;small intestine: 72.6	10.9418214	-0.892743695	0.334319444	-2.67033136	0.007577643	0.030834638
ELOVL1	Expressed in all		321.6672744	-0.252711266	0.082299586	-3.070626195	0.002136104	0.010867369
FGFR2	Mixed		1153.928332	-1.33644761	0.174402431	-7.663010214	1.82E-14	1.43E-12
MSANTD3	Expressed in all		90.593774	-0.510261533	0.114682434	-4.449343412	8.61E-06	9.69E-05
ACSM2B	Group enriched	kidney: 426.7;liver: 262.0	8095.867137	0.925203825	0.139856104	6.615398226	3.71E-11	1.49E-09
MTFR1	Expressed in all		781.4590341	0.458188121	0.115901986	3.953237884	7.71E-05	0.000651925
MYO9A	Tissue enhanced	testis: 51.5	346.0623184	0.375215038	0.124794316	3.006667689	0.002641283	0.012928368
PFKP	Expressed in all		60.93632271	-1.958323541	0.21431051	-9.137785811	6.37E-20	1.24E-17
IDI1	Expressed in all		2816.676765	0.970271746	0.214283989	4.527971271	5.96E-06	7.01E-05
KLF6	Expressed in all		2486.871132	-1.092834371	0.233721132	-4.675804718	2.93E-06	3.81E-05
PLPP1	Mixed		821.2332066	-0.582615968	0.110607184	-5.267433341	1.38E-07	2.50E-06
NEO1	Mixed		259.1518936	-0.898993619	0.144377444	-6.226690225	4.76E-10	1.55E-08
PHKA1	Tissue enhanced	parathyroid gland: 40.1;skeletal muscle: 35.5	75.08351895	0.517576233	0.179031411	2.890980024	0.003840425	0.017687272
CACNB1	Group enriched	cerebral cortex: 46.7;skeletal muscle: 108.5	9.21897958	-1.631849798	0.307152818	-5.312827039	1.08E-07	2.00E-06
PKM	Expressed in all		544.7740564	-1.089469425	0.190562607	-5.717120704	1.08E-08	2.59E-07
TP53BP1	Expressed in all		158.119435	-0.586866923	0.093998907	-6.243337725	4.28E-10	1.41E-08
TRO	Tissue enhanced	cerebral cortex: 30.0	164.6988305	0.439250473	0.160196198	2.741953162	0.006107505	0.02593445
RHOA	Expressed in all		3366.679237	-0.239176154	0.063137963	-3.788151292	0.000151772	0.001162483
SYT1	Tissue enriched	cerebral cortex: 476.5	37.17561709	1.243534273	0.230384824	5.397639707	6.75E-08	1.32E-06
NAV3	Tissue enhanced	cerebral cortex: 27.2;ovary: 24.6	32.07894862	-1.827782469	0.209858321	-8.709602076	3.05E-18	4.41E-16
CBFB	Expressed in all		388.7021638	-0.390579362	0.122850476	-3.179306879	0.001476277	0.007945722
HYAL2	Expressed in all		415.2082925	-0.296837159	0.116373819	-2.550721138	0.01075003	0.041024145
FGFR3	Tissue enriched	skin: 333.1	917.4994449	-0.416164669	0.1408648	-2.954355311	0.00313323	0.014955993
PLEKHH3	Expressed in all		167.4684516	0.840253675	0.236418921	3.554088112	0.000379292	0.002517792
ACSL4	Expressed in all		1629.288684	-0.924414819	0.332762884	-2.777998581	0.005469486	0.023695076
KIF2A	Expressed in all		116.7431245	-0.579488842	0.123411291	-4.695590128	2.66E-06	3.49E-05
IFT80	Expressed in all		177.4006557	-0.661204255	0.148425393	-4.454792011	8.40E-06	9.47E-05
SIRT2	Expressed in all		584.7591288	0.303920411	0.099435876	3.056446258	0.002239776	0.011279166
NUCKS1	Expressed in all		7096.575373	0.258282146	0.079146564	3.263339989	0.001101073	0.006219428
KCNAB2	Tissue enhanced	cerebral cortex: 145.9	177.1905611	-0.897407181	0.207123867	-4.332707729	1.47E-05	0.000154831
ABCC9	Mixed		2511.570146	0.99576747	0.120245793	8.281100314	1.22E-16	1.39E-14
CLEC2D	Tissue enhanced	lymph node: 63.4	30.46076707	-1.373397964	0.23082575	-5.949933939	2.68E-09	7.38E-08
MAOB	Mixed		4267.581564	0.459803519	0.103396038	4.447012951	8.71E-06	9.79E-05
ATP1B3	Expressed in all		204.6789596	-0.708298739	0.16849373	-4.203709768	2.63E-05	0.000253345
GNB5	Mixed		406.5942074	-0.394056004	0.094255528	-4.18072033	2.91E-05	0.000276831
GUCY2C	Group enriched	colon: 37.0;duodenum: 68.7;rectum: 45.4;small intestine: 73.2	8.258173094	0.927897469	0.296710331	3.127283996	0.001764294	0.009226591
NUCB2	Expressed in all		1107.858619	0.495012304	0.151379696	3.270004609	0.001075457	0.006107999
PFN2	Expressed in all		415.6856603	0.501384856	0.171377918	2.925609445	0.003437822	0.016143692
PTPN3	Mixed		592.3188608	0.434617842	0.168358704	2.581499097	0.009837225	0.038189999
SPTB	Tissue enhanced	bone marrow: 38.3;skeletal muscle: 43.1	24.42058924	-0.513468372	0.195971196	-2.620121637	0.008789841	0.034869404
FSTL3	Expressed in all		128.8165086	-1.953370573	0.206591714	-9.455222282	3.22E-21	8.36E-19
FRMPD1	Tissue enhanced	testis: 14.3	19.16937851	-0.928187968	0.256301871	-3.621463875	0.000292941	0.002019433
ASNS	Expressed in all		48.29584766	-0.827153449	0.328202264	-2.520255161	0.011726979	0.044083312
AP3M2	Expressed in all		108.6569074	-0.405634453	0.122955384	-3.299037743	0.000970169	0.005603968
CFAP20	Expressed in all		332.6030114	0.214932923	0.075129899	2.8608174	0.004225503	0.019173434
PTPN21	Mixed		310.1658482	-0.243938533	0.078233815	-3.118070259	0.001820394	0.009478157
CDC42	Expressed in all		2883.044859	-0.254010641	0.064852235	-3.91676001	8.97E-05	0.000744195
OSBPL3	Mixed		15.95865254	-1.209387523	0.425494368	-2.842311471	0.004478771	0.020135237
NCK2	Expressed in all		278.4044506	-0.866198229	0.149165491	-5.80696128	6.36E-09	1.61E-07
MGAT4A	Mixed		437.9561638	-0.480593479	0.127648208	-3.764984143	0.00016656	0.001253755
WDR1	Expressed in all		1331.251421	-0.42919336	0.101791981	-4.216376932	2.48E-05	0.000241686
RPS6KA2	Expressed in all		323.5195641	-0.323219192	0.104962698	-3.079371992	0.002074375	0.010603165
VASH1	Expressed in all		194.9632841	-0.577089142	0.158509048	-3.640733121	0.000271863	0.001894592
LMCD1	Mixed		65.13660315	-1.669082809	0.219548122	-7.602355224	2.91E-14	2.20E-12
WBSCR22	Expressed in all		416.7413253	0.383436368	0.142611534	2.68867712	0.007173577	0.029559981
TRIP13	Tissue enriched	testis: 53.5	9.08414699	-1.013266204	0.2548492	-3.975944223	7.01E-05	0.000601107
TRIB2	Expressed in all		280.6753919	-0.39294945	0.128261874	-3.063649687	0.002186548	0.011065204
HLTF	Expressed in all		607.2953691	0.28451516	0.102898583	2.765005622	0.005692181	0.024468222
FAM3A	Expressed in all		522.8952891	0.671441491	0.172911337	3.883154817	0.00010311	0.00083747
CPSF1	Expressed in all		177.7720187	0.951309895	0.254902671	3.7320515	0.000189927	0.001396704
CYBRD1	Expressed in all		891.5180725	-1.518624542	0.165017856	-9.202789186	3.49E-20	7.00E-18
RDH11	Tissue enriched	prostate: 941.3	2864.097876	0.580961878	0.144347098	4.024756209	5.70E-05	0.000500443
ADGRL1	Tissue enhanced	cerebral cortex: 60.1	63.9252788	-0.780048325	0.169952683	-4.58979706	4.44E-06	5.44E-05
ACTN1	Expressed in all		1394.297192	-0.450593574	0.086989291	-5.179874115	2.22E-07	3.85E-06
LIMS2	Mixed		292.9154447	0.592292226	0.195426047	3.030774228	0.002439276	0.012105441
ALDH3A2	Expressed in all		5285.900428	0.279877364	0.095473767	2.931458252	0.003373747	0.015905812
RHOBTB1	Mixed		266.1555539	-0.472301704	0.148871122	-3.172554214	0.001511043	0.008097827
SMC1A	Expressed in all		1047.869567	0.328428841	0.07460426	4.402279961	1.07E-05	0.000117004
HSD17B10	Expressed in all		1288.965328	0.390823141	0.120807783	3.235082471	0.001216076	0.00673155
TRHDE	Mixed		91.98373599	2.168055793	0.306131552	7.082105004	1.42E-12	7.57E-11
P4HA2	Expressed in all		145.2641927	-0.443189876	0.115984651	-3.821107979	0.000132853	0.001037691
FCGR2B	Tissue enriched	placenta: 576.7	399.8450442	0.458656038	0.185296251	2.475258061	0.013313993	0.048767693
CRMP1	Tissue enriched	cerebral cortex: 133.7	16.81230591	-1.324403664	0.339715144	-3.898571157	9.68E-05	0.000794163
DERL2	Expressed in all		609.0307993	0.233450851	0.08992296	2.596120608	0.009428296	0.036931327
SIDT1	Mixed		26.10221067	-0.798062954	0.177296722	-4.501284306	6.75E-06	7.80E-05
NDE1	Mixed		13.16976147	-1.937386134	0.584657096	-3.31371354	0.000920658	0.005349658
MRVI1	Mixed		67.3868129	-1.15640654	0.293488432	-3.940211657	8.14E-05	0.000682794
TMEM38A	Tissue enriched	skeletal muscle: 199.7	49.54946336	0.602225908	0.173640475	3.468234622	0.00052389	0.003314151
PANX2	Tissue enhanced	cerebral cortex: 8.7	123.8020275	0.74119173	0.276645416	2.679212047	0.007379564	0.030218703
ALPK1	Mixed		146.4225413	-0.271317692	0.109775281	-2.47157364	0.013451984	0.049193513
LLGL2	Mixed		662.3588998	0.45564368	0.152565512	2.986544428	0.002821498	0.013672486
PDE8A	Expressed in all		936.1480135	0.254502686	0.080346387	3.167568515	0.001537195	0.008222044
CLCN4	Tissue enhanced	cerebral cortex: 49.1;epididymis: 28.1	198.4069582	0.305939928	0.090215532	3.391211268	0.000695844	0.004222734
GSDMB	Tissue enhanced	duodenum: 67.0;small intestine: 85.1	304.4525908	0.5981507	0.190574234	3.138675605	0.001697132	0.008931651
PPP2R3A	Tissue enhanced	skeletal muscle: 63.3	64.44569268	-0.785244403	0.177473087	-4.424583002	9.66E-06	0.000107001
FERMT2	Mixed		1700.335376	0.363830622	0.111894695	3.251544883	0.001147797	0.006420696
DHRS9	Tissue enhanced	colon: 66.5;rectum: 48.1	25.68103377	-0.93024062	0.225957259	-4.116887515	3.84E-05	0.000355239
CD5L	Tissue enriched	spleen: 787.1	1573.208653	1.4096337	0.308147498	4.574542094	4.77E-06	5.78E-05
PTGS2	Tissue enhanced	seminal vesicle: 180.6	47.86960861	-2.687686911	0.296525618	-9.063928214	1.26E-19	2.32E-17
IGF2BP2	Mixed		75.06081767	-0.695139291	0.173856578	-3.998349085	6.38E-05	0.000552478
ST6GAL1	Expressed in all		17212.07065	0.299219296	0.109535267	2.731716507	0.006300533	0.026605456
FRY	Expressed in all		109.7247505	-0.835224873	0.209077952	-3.99480129	6.47E-05	0.000560231
NSF	Tissue enriched	cerebral cortex: 134.3	473.7024021	-0.343809244	0.09825852	-3.49902728	0.000466959	0.002998196
GLI2	Tissue enhanced	ovary: 11.6	15.32715871	-2.373922203	0.316972174	-7.489370993	6.92E-14	4.95E-12
MRPS34	Expressed in all		523.8889241	0.468483787	0.165600651	2.828997257	0.00466941	0.020853179
NOTCH3	Mixed		189.7572399	-1.606882138	0.451693972	-3.557457562	0.000374462	0.002494032
TEAD2	Mixed		101.0141861	-0.694637918	0.144703654	-4.800417253	1.58E-06	2.20E-05
ATP2A3	Expressed in all		108.5419251	-0.989709004	0.284099648	-3.483668539	0.000494592	0.003149621
CA12	Tissue enhanced	kidney: 308.4;skin: 168.3	58.03379848	-2.320350972	0.554765902	-4.182576763	2.88E-05	0.000275211
NTN4	Tissue enhanced	spleen: 246.4	742.7917374	0.680302546	0.134312837	5.065059771	4.08E-07	6.60E-06
SLC24A1	Mixed		143.561406	-0.33188518	0.091672221	-3.620346226	0.000294209	0.002026493
ZNF532	Mixed		150.7040191	-1.038053712	0.14822913	-7.00303452	2.50E-12	1.29E-10
LMAN1	Expressed in all		7712.464211	0.458987991	0.118840432	3.862220822	0.000112361	0.000902258
SEMA3A	Mixed		12.98760773	-1.739209094	0.324396172	-5.361373658	8.26E-08	1.58E-06
SEMA3C	Mixed		55.28380402	-1.657923851	0.254863256	-6.505150554	7.76E-11	2.95E-09
TTC38	Expressed in all		2944.491543	0.477969329	0.125333449	3.813581547	0.000136967	0.001063815
ACAT1	Expressed in all		12795.86713	0.685749626	0.119637254	5.731907125	9.93E-09	2.40E-07
FNDC3B	Expressed in all		1471.958703	-0.550430393	0.114742272	-4.797102108	1.61E-06	2.23E-05
FOSL2	Expressed in all		502.6675467	-1.256727644	0.214565157	-5.857090978	4.71E-09	1.22E-07
MOCOS	Mixed		678.2952369	0.306235885	0.122466761	2.500563272	0.012399598	0.046062259
RAB7A	Expressed in all		2576.144511	0.117971719	0.041390664	2.850201143	0.004369159	0.019717453
ARHGAP15	Tissue enhanced	lymph node: 65.4	132.7618119	-0.420216359	0.145438282	-2.889310526	0.003860876	0.017765025
PAX2	Group enriched	epididymis: 37.1;fallopian tube: 19.0;kidney: 25.3;seminal vesicle: 20.0	3.966453789	-4.787711972	0.946948161	-5.055938824	4.28E-07	6.89E-06
MCM6	Mixed		142.1786001	-0.731829432	0.175100533	-4.179481465	2.92E-05	0.000278024
RBMS2	Expressed in all		94.83670275	-0.85188594	0.185534042	-4.591534421	4.40E-06	5.40E-05
UNG	Expressed in all		442.3158437	0.285348072	0.088523632	3.223411248	0.001266735	0.006968585
RGS11	Tissue enhanced	cerebral cortex: 20.3	12.79377542	-1.026741928	0.277713752	-3.697123103	0.000218057	0.001568357
PLXNA2	Mixed		204.7577988	-0.399045143	0.107411867	-3.71509365	0.000203128	0.001475913
TPD52	Expressed in all		205.0529817	0.550229145	0.134970253	4.076669733	4.57E-05	0.000412194
ACACB	Tissue enriched	adipose tissue: 194.8	1583.017643	0.716961271	0.190759965	3.758447284	0.000170971	0.001281908
TRAF4	Mixed		399.2023221	0.413715217	0.129614373	3.191893041	0.001413437	0.007643858
PAG1	Mixed		133.9387466	-0.938607147	0.156786115	-5.986545082	2.14E-09	6.05E-08
ICAM3	Expressed in all		397.6945988	0.807462179	0.148605528	5.433594496	5.52E-08	1.10E-06
NT5C2	Expressed in all		542.9078183	-0.328539328	0.086245679	-3.809342483	0.000139337	0.001079189
MCAM	Mixed		255.1184308	-0.961465393	0.212741743	-4.519401696	6.20E-06	7.25E-05
GPC4	Mixed		18.5083101	-2.567433497	0.512832095	-5.006382252	5.55E-07	8.65E-06
MBNL3	Group enriched	placenta: 242.1;testis: 81.4	3313.727433	0.887730632	0.185624565	4.782398458	1.73E-06	2.38E-05
CAMSAP3	Tissue enhanced	skin: 22.1	366.6131301	0.4894164	0.169104162	2.894171228	0.003801608	0.01753445
RAP1GAP	Tissue enhanced	cerebral cortex: 122.1;thyroid gland: 232.8	286.6783666	-0.788447892	0.184793962	-4.266632315	1.98E-05	0.000199431
RARB	Mixed		84.37507069	-0.855826386	0.156365772	-5.473233522	4.42E-08	9.08E-07
NFKB2	Expressed in all		275.267726	-0.777347783	0.177788557	-4.372316187	1.23E-05	0.000132134
PPP1R12B	Expressed in all		360.5762086	-0.556974903	0.144753259	-3.847753807	0.000119206	0.000950173
DNAJC10	Expressed in all		714.6087944	-0.437378356	0.128916849	-3.392716777	0.000692032	0.004203695
PAK3	Tissue enhanced	cerebral cortex: 34.3	3.749985529	-1.366763702	0.454204281	-3.009138748	0.002619894	0.012845584
CAPN6	Tissue enhanced	epididymis: 255.9;placenta: 117.0;seminal vesicle: 100.4	18.33122291	-3.262797021	0.432998319	-7.535357242	4.87E-14	3.54E-12
DCX	Tissue enhanced	cerebral cortex: 10.6	0.943496727	-2.01477739	0.604237476	-3.334413158	0.000854796	0.005024424
EXOSC5	Expressed in all		113.552701	0.505333179	0.12350749	4.091518507	4.29E-05	0.000390058
POLD3	Expressed in all		134.8572285	-0.297687475	0.089120296	-3.340288209	0.000836915	0.004932131
GPR137B	Mixed		289.2689653	-0.532324846	0.142217566	-3.743031621	0.000181813	0.001347389
UBE2A	Expressed in all		475.4949814	-0.269333359	0.064398513	-4.182291598	2.89E-05	0.000275245
