Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P_value	P value adjusted
UQCRC1	Expressed in all		2365.23255	0.114472443	0.087437015	1.309198896	0.190466986	0.364592816
STARD3NL	Expressed in all		128.2952927	-0.446570371	0.263118711	-1.697220124	0.089655052	0.213343199
CD9	Expressed in all		346.7163572	-0.980004645	0.188655864	-5.194668359	2.05E-07	3.59E-06
HHATL	Tissue enhanced	heart muscle: 333.1;skeletal muscle: 97.6	0.439699159	0.311003841	1.078024238	0.288494293	0.772968398	NA
NCAPD2	Expressed in all		192.6748803	-0.150103917	0.067637743	-2.219233091	0.026470871	0.084071472
IFFO1	Mixed		130.9507832	0.23744366	0.164791416	1.440873956	0.149620295	0.306770283
GIPR	Tissue enhanced	stomach: 22.4	2.490256948	-1.051492222	0.448645709	-2.343702842	0.019093377	0.065188022
PHF7	Tissue enriched	testis: 2183.4	47.27471028	0.207045124	0.161763761	1.279922784	0.200572294	0.377502352
SEMA3G	Tissue enhanced	adipose tissue: 82.2	97.21220282	-1.279896388	0.299034638	-4.2800941	1.87E-05	0.000189175
NISCH	Expressed in all		368.6335479	-0.05846478	0.134886192	-0.433437842	0.664696714	0.805682198
STAB1	Expressed in all		1670.960482	0.632478203	0.149457994	4.231812478	2.32E-05	0.000228226
FUZ	Expressed in all		91.28574305	0.276846285	0.18630498	1.485984349	0.137283261	0.289683157
SLC6A13	Tissue enriched	kidney: 154.0	198.6004051	1.045015353	0.20266622	5.15633711	2.52E-07	4.32E-06
IDS	Tissue enriched	cerebral cortex: 435.8	1184.258083	-0.12707636	0.08762324	-1.450258633	0.14698641	0.302810803
PRSS3	Tissue enriched	pancreas: 6301.2	34.59826491	-1.048947926	0.264509641	-3.965632105	7.32E-05	0.000623831
ZNF200	Tissue enhanced	testis: 31.6	78.20455936	-0.384429577	0.115382636	-3.331780147	0.000862924	0.005060251
CD4	Tissue enhanced	parathyroid gland: 549.0	2017.628147	0.968177799	0.195224608	4.959302045	7.07E-07	1.07E-05
LRRC23	Group enriched	fallopian tube: 165.3;testis: 43.3	31.91678412	0.172761934	0.196435704	0.879483364	0.379139249	0.573763864
BTK	Tissue enhanced	lymph node: 65.2;tonsil: 70.8	52.82902662	-0.289301809	0.271075227	-1.067238095	0.285864334	0.478063067
HFE	Mixed		478.6830464	-0.051317036	0.081161872	-0.632280091	0.52720387	0.704740949
SCMH1	Expressed in all		161.6634125	-0.290089331	0.110121596	-2.634263772	0.008431995	0.033675223
FYN	Expressed in all		543.8001557	0.208727738	0.101548313	2.055452536	0.039835316	0.115969798
HIVEP2	Expressed in all		228.888993	-0.608590519	0.115908456	-5.250613641	1.52E-07	2.72E-06
FMO1	Tissue enriched	kidney: 203.2	34.67246702	-0.209796147	0.384883973	-0.545089329	0.585692082	0.749353516
ELOA	Expressed in all		911.5275161	0.092746993	0.083407636	1.111972444	0.266149998	0.455365363
LYPLA2	Expressed in all		70.4747773	-0.324412529	0.380777486	-0.85197403	0.394228506	0.588754014
CLCN6	Mixed		207.9324918	0.244466409	0.09358256	2.61230734	0.008993337	0.035501289
MRC2	Expressed in all		245.7763054	-0.834126537	0.197949189	-4.213841651	2.51E-05	0.000243559
NME1-NME2	Expressed in all		193.8539876	0.387261398	0.297595868	1.30129965	0.193155907	0.367995561
SLC6A7	Tissue enhanced	cerebral cortex: 16.9;rectum: 4.2	0.383353546	-1.246398906	1.135702235	-1.097469801	0.272436075	NA
TSPAN9	Mixed		1441.691497	0.304958944	0.12858475	2.371657168	0.017708513	0.061446616
BTBD7	Mixed		459.3403598	-0.186498002	0.073188972	-2.5481708	0.010828944	0.041274674
APBA3	Mixed		130.851225	0.195395824	0.164429888	1.188323041	0.234706164	0.419622805
MKS1	Expressed in all		73.65413439	0.162316227	0.101491747	1.599304689	0.109752918	0.246444109
ABHD5	Expressed in all		199.7691982	-0.028948912	0.133084464	-0.217522849	0.827800903	0.90755013
ANOS1	Group enriched	cerebral cortex: 32.3;lung: 64.7;parathyroid gland: 48.5;thyroid gland: 15.5	39.74203758	-1.380157706	0.258392505	-5.341322528	9.23E-08	1.74E-06
AKAP8L	Expressed in all		214.8713418	0.450457691	0.13936987	3.232102408	0.00122883	0.006794595
MBTD1	Expressed in all		434.0296836	0.295374878	0.117431114	2.515303381	0.011892999	0.044570209
UTP18	Expressed in all		219.5375146	-0.124871053	0.119160538	-1.047922867	0.294674146	0.487202677
RNF216	Expressed in all		407.8432036	0.100240605	0.077345925	1.296003706	0.194974208	0.370089211
TTC19	Expressed in all		569.7863044	0.031147801	0.093497501	0.333140469	0.739028253	0.853702883
PTBP1	Expressed in all		1929.299916	0.15598998	0.096416774	1.617871813	0.105690226	0.239872453
DPF1	Tissue enriched	cerebral cortex: 27.4	1.566138893	1.673617219	0.731145374	2.28903482	0.022077329	0.073081245
SYT7	Tissue enhanced	cerebral cortex: 108.7;prostate: 84.8	2328.619858	0.332660826	0.201220396	1.653216241	0.098286862	0.227616975
LARS2	Expressed in all		256.4452245	-0.289608447	0.107531813	-2.693235039	0.007076236	0.02920238
PIK3C2A	Expressed in all		1036.201298	-0.042287949	0.102951783	-0.410754894	0.681252271	0.816839881
PLAUR	Expressed in all		64.60773305	-1.319170137	0.320586253	-4.114868066	3.87E-05	0.000358098
ANLN	Tissue enhanced	cerebral cortex: 87.2	16.91529747	-1.242355237	0.336343274	-3.693712146	0.000221004	0.001586347
WIZ	Expressed in all		166.5434967	0.29895226	0.181490041	1.647210275	0.099514833	0.229585053
RABGAP1	Expressed in all		415.3338781	-0.019927036	0.061961312	-0.321604483	0.747752347	0.859526785
DCN	Expressed in all		6731.622665	-1.374601577	0.154647296	-8.888623413	6.19E-19	1.01E-16
QPCTL	Mixed		129.7268837	0.523555172	0.136417267	3.837895184	0.000124093	0.000980031
PPP5C	Expressed in all		388.0378264	-0.024462956	0.14906859	-0.164105371	0.869648194	0.932306309
CEP68	Expressed in all		200.579951	-0.787070176	0.131148667	-6.001358581	1.96E-09	5.57E-08
MAP4K3	Expressed in all		422.8987173	-0.299634523	0.139773889	-2.143708858	0.032056222	0.097947163
ZBTB32	Tissue enriched	testis: 43.3	1.707048764	0.310764399	0.565268537	0.54976419	0.582481123	0.746752979
TYROBP	Expressed in all		479.4486448	0.085725652	0.193215286	0.443679452	0.657274354	0.8011718
TMEM159	Mixed		65.65484261	-1.374641533	0.204383404	-6.725798224	1.75E-11	7.61E-10
GABRA3	Tissue enriched	cerebral cortex: 28.8	0.03728953	0.411421874	3.92884572	0.104718257	0.916599375	NA
BRCA1	Mixed		18.00911922	-0.339446562	0.356991028	-0.950854604	0.341678189	0.53665185
ERCC1	Expressed in all		313.5820204	0.075422757	0.094569077	0.797541429	0.425136652	0.617044294
CD22	Tissue enhanced	lymph node: 264.4;ovary: 162.2;spleen: 151.7;tonsil: 210.1	17.33795875	0.394855808	0.373345435	1.057615205	0.290230908	0.482806602
SEMA3B	Mixed		28.60649377	-0.19917212	0.406380192	-0.490112766	0.624054105	0.777039757
MBTPS2	Expressed in all		568.9962189	0.058798881	0.119505846	0.492016777	0.622707483	0.776199987
PRICKLE3	Mixed		41.48278739	0.438475143	0.238937692	1.835102446	0.066490512	0.171298248
LTF	Tissue enhanced	"bone marrow: 2804.3;cervix, uterine: 1030.7"	46.32948553	-0.42118739	0.326122894	-1.291498995	0.196530703	0.371807174
EXTL3	Expressed in all		475.9648739	-0.01256943	0.09489432	-0.132457143	0.894622719	0.947451323
NR1H4	Tissue enhanced	liver: 66.6;small intestine: 44.4	1750.369531	0.149808678	0.078252727	1.91442118	0.055566361	0.149730833
ELOVL5	Expressed in all		1888.705375	0.176820084	0.122169961	1.447328648	0.147804899	0.30410012
ALOX5	Tissue enhanced	lung: 41.3	100.4523026	-0.675098474	0.179965491	-3.751266254	0.000175944	0.001311308
KDM5D	Mixed		152.8140601	-1.631377508	0.928965767	-1.756122309	0.079067527	0.194522754
CALCOCO1	Expressed in all		358.8461216	-0.088563081	0.125314693	-0.706725434	0.479737121	0.665566007
UBR7	Expressed in all		255.6643361	0.049706042	0.243704198	0.203960551	0.838384327	0.914263856
MAP4K5	Expressed in all		282.1522049	-0.278164091	0.107964555	-2.576439019	0.009982381	0.038610196
EHD3	Tissue enhanced	cerebral cortex: 64.2	374.2721486	1.252620125	0.191118002	6.554171293	5.60E-11	2.18E-09
PSMC4	Expressed in all		614.3642599	-0.049342233	0.101079616	-0.488152165	0.625442064	0.778161963
MAN2B2	Expressed in all		900.2459842	-0.105365056	0.091620117	-1.150020963	0.250135237	0.437293101
SLC7A14	Tissue enriched	cerebral cortex: 26.7	1.153834238	-1.105906229	0.58556211	-1.888623273	0.058942326	0.15682155
CLDN11	Tissue enhanced	cerebral cortex: 89.0;testis: 183.6	82.15502057	-2.089985758	0.257075534	-8.129850884	4.30E-16	4.46E-14
SLC25A39	Expressed in all		802.7252121	0.260052742	0.149929813	1.734496546	0.082830018	0.201297241
MVP	Expressed in all		828.8824843	-0.435089528	0.167461954	-2.598139561	0.009373039	0.03677854
NUB1	Expressed in all		182.0301527	-0.032939845	0.20246961	-0.162690319	0.87076227	0.933110159
PGM3	Expressed in all		940.6444949	-0.105448169	0.125591939	-0.839609373	0.401127442	0.594759117
RWDD2A	Mixed		55.86243939	-0.036756215	0.166338917	-0.220971833	0.825114365	0.905904463
CLK1	Expressed in all		988.9968178	0.022201892	0.142230303	0.156098185	0.875955629	0.936647915
POLR3B	Mixed		277.1642059	-0.031292472	0.1004408	-0.3115514	0.755381474	0.864617943
ANGEL1	Expressed in all		367.763254	0.035582928	0.075172357	0.473351234	0.635962615	0.785499234
RNF14	Expressed in all		821.7195518	0.058081519	0.072574944	0.800297125	0.423538668	0.615550448
DNASE1L1	Expressed in all		221.9593091	0.127598587	0.09419842	1.354572478	0.175553807	0.34358526
DDX11	Expressed in all		74.21782553	-0.224278411	0.226958785	-0.988190042	0.323059584	0.517762446
HEBP1	Expressed in all		1326.311887	0.426183503	0.08376051	5.088119742	3.62E-07	5.91E-06
GPRC5A	Tissue enhanced	lung: 302.0	32.48925792	-0.363214933	0.29808967	-1.218475411	0.223043363	0.405123564
MAMLD1	Tissue enhanced	testis: 18.7	85.06790136	0.58038615	0.159106143	3.647792218	0.000264503	0.001850557
CD6	Tissue enhanced	appendix: 28.5;lymph node: 49.2	36.49568948	-0.884491804	0.318175898	-2.779883111	0.005437847	0.023611429
TACC3	Tissue enhanced	testis: 74.9	61.35493151	-0.012771324	0.234160128	-0.054540986	0.956504155	0.978999956
UFL1	Expressed in all		1209.657198	0.166972392	0.09100217	1.834817685	0.066532707	0.171327108
POLA2	Mixed		66.54707271	0.354418781	0.120419801	2.943193547	0.003248453	0.015429065
ZC3H3	Expressed in all		171.0586636	0.036746062	0.172577845	0.212924564	0.831385803	0.909500628
CAPN1	Expressed in all		1014.449609	-0.174899077	0.140894162	-1.241350775	0.214476195	0.394572162
ACPP	Tissue enriched	prostate: 6030.6	7.484888708	-0.791850385	0.303634458	-2.607906855	0.009109774	0.035909676
MDH1	Expressed in all		664.5020864	-0.030041183	0.168860808	-0.177905006	0.85879758	0.926594209
SLC30A9	Expressed in all		776.2733291	-0.190162515	0.102692669	-1.851763289	0.064059821	0.166751138
MTMR11	Mixed		41.42314147	-1.641253878	0.300604774	-5.459839705	4.77E-08	9.68E-07
COX15	Expressed in all		656.5499305	0.124585529	0.080999492	1.538102606	0.124023529	0.269234997
CCDC88C	Mixed		94.53348805	-0.190545039	0.171552145	-1.110712074	0.266692304	0.455865653
YAF2	Expressed in all		310.8236375	-0.040472326	0.12738725	-0.317710961	0.750704196	0.861482553
ZMYND11	Expressed in all		1039.329558	-0.087470012	0.081509001	-1.073133161	0.283211375	0.475194173
WAS	Tissue enhanced	appendix: 69.0;lymph node: 60.8;spleen: 68.8	100.0887932	-0.137792647	0.186247009	-0.739838175	0.459398192	0.648562703
DPEP1	Tissue enhanced	kidney: 262.6;small intestine: 418.9	4.591220027	-3.671942217	0.463657987	-7.919506018	2.38E-15	2.17E-13
BID	Expressed in all		492.6799324	0.204529941	0.067824977	3.015554896	0.002565095	0.012624142
MATR3	Expressed in all		1610.51204	0.006300185	0.089768306	0.070182728	0.944048222	0.97287958
NPC1L1	Tissue enhanced	duodenum: 57.1;small intestine: 57.9	958.0755905	1.063671132	0.158861105	6.695604526	2.15E-11	9.06E-10
XYLT2	Expressed in all		210.7551229	-0.053295524	0.138744884	-0.384126047	0.700885027	0.829177336
RGPD5	Tissue enhanced	testis: 6.6	241.9318236	0.476797235	0.178153566	2.676327198	0.007443394	0.03043502
STMN4	Tissue enriched	cerebral cortex: 338.4	0.174750763	1.297889498	2.351423336	0.551959096	0.580976378	NA
NUDCD3	Mixed		529.4250116	-0.046124966	0.068198862	-0.676330443	0.498830869	0.681263884
ISL1	Group enriched	placenta: 10.7;prostate: 15.5;seminal vesicle: 25.9;stomach: 9.8	0.146901482	0.346843393	2.143912229	0.161780593	0.871478636	NA
CHDH	Tissue enhanced	kidney: 40.1	1170.20195	-0.110997506	0.116070133	-0.95629688	0.338922266	0.533974175
IL20RA	Tissue enhanced	skin: 45.0	30.25536036	-1.727981522	0.308338149	-5.604176873	2.09E-08	4.63E-07
CLCA1	Group enriched	colon: 699.6;duodenum: 882.2;rectum: 1126.3;small intestine: 1522.4	0	NA	NA	NA	NA	NA
CLCA4	Group enriched	colon: 249.5;esophagus: 365.5;rectum: 158.4	0.359592605	0.223484445	1.786110254	0.125123544	0.900425744	NA
GLT8D1	Expressed in all		909.4948949	0.069911416	0.105145851	0.664899432	0.506114819	0.687402673
ATP2C1	Expressed in all		879.9173061	-0.100659819	0.096615105	-1.041864193	0.297474647	0.490172529
IGF1	Tissue enhanced	"cervix, uterine: 126.8"	2905.859899	0.024138555	0.228964847	0.105424719	0.916038803	0.959798952
SLC38A5	Mixed		3.014188771	-0.37364651	0.438189754	-0.852704807	0.393823024	0.588335626
RALBP1	Expressed in all		869.9631862	-0.208551812	0.068029325	-3.06561637	0.002172218	0.011020587
RUFY3	Expressed in all		341.1713126	-0.056006248	0.085690995	-0.653583826	0.513379967	0.693373529
CNTN1	Tissue enhanced	cerebral cortex: 225.5	30.6687756	-0.449608406	0.276931214	-1.623538206	0.104474403	0.23785269
SLC11A1	Tissue enhanced	appendix: 9.1;lung: 13.0	38.54099872	0.017990135	0.245264398	0.073349966	0.941527631	0.971540678
WWTR1	Mixed		1195.602718	-0.462880755	0.116690537	-3.966737732	7.29E-05	0.000622223
AGPS	Expressed in all		977.9269898	-0.136551533	0.122547272	-1.114276393	0.265160631	0.454308183
CXorf56	Expressed in all		27.13191809	0.932817154	0.677863734	1.376113084	0.168786625	0.334363001
ATP1A2	Group enriched	cerebral cortex: 434.2;skeletal muscle: 307.0	28.9581913	0.035333034	0.342358691	0.103204724	0.917800491	0.960564191
TTC27	Expressed in all		145.402559	-0.374941234	0.102712796	-3.65038485	0.000261848	0.001832492
ZNF582	Mixed		26.47557201	-0.144577466	0.179534826	-0.805289251	0.420652783	0.612930673
VSIG2	Tissue enhanced	stomach: 583.7	39.54024507	-2.50659363	0.373785439	-6.705969164	2.00E-11	8.54E-10
PHLDB1	Mixed		96.412232	-1.343616865	0.239655213	-5.606457901	2.07E-08	4.58E-07
MARCO	Tissue enhanced	appendix: 123.2;lung: 288.2	1315.68632	1.406333672	0.317653906	4.427251316	9.54E-06	0.000105922
CYP24A1	Tissue enhanced	endometrium: 24.8;urinary bladder: 50.8	0.019443612	0.315243977	3.92884572	0.080238319	0.936047714	NA
PRDM11	Mixed		23.37887991	-0.32672497	0.194518683	-1.679658557	0.093023768	0.218931705
SYT13	Tissue enhanced	cerebral cortex: 69.9;gallbladder: 32.9	41.84143685	-2.542495123	0.317531117	-8.007073905	1.17E-15	1.12E-13
SNAI2	Mixed		140.7607972	-0.496271455	0.170911998	-2.903666565	0.003688207	0.01710012
CD74	Expressed in all		11464.63386	-0.350436649	0.17660146	-1.984336077	0.047218387	0.132276312
HGF	Tissue enriched	placenta: 438.8	788.037548	-1.439596042	0.198081363	-7.267700598	3.66E-13	2.21E-11
ZRANB1	Expressed in all		1097.278862	0.364187047	0.088594119	4.110736132	3.94E-05	0.000363297
NCDN	Tissue enriched	cerebral cortex: 284.4	95.15791143	-0.193266059	0.136584919	-1.414988275	0.157071934	0.317627266
ADGRA2	Expressed in all		249.4761472	-1.279346148	0.17660437	-7.244136431	4.35E-13	2.59E-11
ZFP64	Expressed in all		95.55689817	0.103201517	0.214683567	0.480714562	0.63071938	0.781498628
MNAT1	Expressed in all		158.3201179	0.161371171	0.072922048	2.212927015	0.026902678	0.085180407
SAMD4A	Tissue enhanced	testis: 102.6	253.4292089	0.603004523	0.129570311	4.653878786	3.26E-06	4.17E-05
RUNX3	Tissue enhanced	spleen: 50.5	111.898117	-0.442788342	0.187769633	-2.358146713	0.018366433	0.063218419
MRE11	Expressed in all		92.63516297	-0.313590065	0.144353654	-2.172373592	0.029827495	0.092615173
PLEKHB1	Group enriched	cerebral cortex: 494.8;parathyroid gland: 148.4	36.39696227	-1.705652304	0.262418374	-6.49974421	8.05E-11	3.04E-09
SERPINB1	Expressed in all		346.5938257	-0.426717391	0.1334356	-3.197927631	0.00138419	0.007520001
CYP3A43	Tissue enriched	liver: 22.7	148.5053466	1.17922725	0.280104919	4.209948375	2.55E-05	0.000246928
SLC7A9	Group enriched	duodenum: 79.0;kidney: 70.1;small intestine: 123.5	252.6789279	0.130023782	0.108500812	1.198366895	0.230774214	0.415046783
SPAST	Mixed		444.4497563	0.081690501	0.103179003	0.791735708	0.428514797	0.619887194
NRXN3	Tissue enhanced	cerebral cortex: 43.0;smooth muscle: 28.9	16.78274698	-1.060920868	0.268321238	-3.953920595	7.69E-05	0.000650374
OSBPL5	Mixed		55.99235292	-0.650364108	0.189952768	-3.423820125	0.000617475	0.003814094
AQR	Mixed		335.3370314	-0.176992551	0.094626938	-1.870424589	0.06142488	0.161838435
CPS1	Group enriched	duodenum: 234.5;liver: 697.8;small intestine: 144.1	20777.79371	-0.503614664	0.166189309	-3.030367398	0.002442564	0.012114515
C8B	Tissue enriched	liver: 435.5	8952.815246	0.147769227	0.118683589	1.245068737	0.213106485	0.393161524
FHL1	Expressed in all		261.6160127	-0.288160811	0.196491021	-1.466534246	0.142502799	0.296921584
RTFDC1	Expressed in all		657.6836229	0.04432891	0.064323601	0.689154666	0.490725942	0.674040769
GABRA1	Tissue enriched	cerebral cortex: 85.0	0.328845263	0.005482888	1.140710805	0.004806554	0.996164939	NA
NLRP2	Mixed		11.36205669	-0.431000768	0.350496508	-1.229686341	0.218814584	0.400128659
SLC45A4	Mixed		51.83310904	-1.332482693	0.202185725	-6.590389558	4.39E-11	1.74E-09
RNF10	Expressed in all		1088.264481	-0.116399046	0.078042097	-1.491490501	0.135832763	0.287304357
ZNF839	Expressed in all		87.93827818	0.12184951	0.175456574	0.69447104	0.487386856	0.670935189
ZDHHC6	Expressed in all		420.6573509	0.062556561	0.071893585	0.870127169	0.384230912	0.579019744
GRAMD1B	Tissue enhanced	adrenal gland: 135.1	100.4432644	-1.760221345	0.245507092	-7.169737252	7.51E-13	4.32E-11
RNH1	Expressed in all		1053.676037	0.062487422	0.163752648	0.381596406	0.70276075	0.83015886
NDUFS1	Expressed in all		2375.492076	0.070323407	0.104817628	0.670912028	0.502276574	0.684130595
RB1CC1	Expressed in all		1219.59325	-0.118157417	0.093903068	-1.258291333	0.208286415	0.38710019
ERP44	Expressed in all		1563.635146	0.114211452	0.088792945	1.286267199	0.198349826	0.374423464
ALAS1	Expressed in all		2042.541969	0.145323405	0.198199468	0.733217938	0.463425516	0.652564484
BIRC3	Tissue enhanced	lymph node: 138.1	528.4230124	-1.826678361	0.207588246	-8.799526927	1.37E-18	2.16E-16
AKAP11	Expressed in all		810.2696761	-0.393030484	0.123736918	-3.176339697	0.001491462	0.008006677
GLRX2	Expressed in all		132.9176259	-0.006887454	0.109224286	-0.063057895	0.949720403	0.975432901
SNAPC1	Mixed		112.6453368	0.024424853	0.103482276	0.236029333	0.813409909	0.90022143
DERA	Expressed in all		1107.618196	0.240118935	0.098676855	2.433386587	0.014958321	0.053630632
STRAP	Expressed in all		1178.770259	0.01977936	0.072363767	0.273332372	0.784597733	0.882742403
ABCC2	Group enriched	duodenum: 43.5;gallbladder: 42.7;kidney: 20.9;liver: 67.6;small intestine: 49.5	2447.491711	0.245868642	0.14162604	1.736041205	0.082556549	0.200926884
DEF6	Mixed		38.70011158	-0.329107474	0.385226088	-0.854322915	0.392926094	0.587559876
PLEKHO1	Mixed		111.8778742	-0.133013102	0.214861089	-0.619065569	0.535873164	0.71155429
GCLM	Expressed in all		1374.6796	-0.368604416	0.146550151	-2.515210066	0.011896148	0.044571163
UBR2	Expressed in all		884.4611597	0.098630183	0.07995117	1.233630257	0.217340713	0.398369956
EHD2	Tissue enhanced	adipose tissue: 208.8	245.3569263	-1.254406495	0.186406121	-6.729427592	1.70E-11	7.45E-10
DEPDC1	Tissue enhanced	testis: 14.5	10.19360058	-1.047735176	0.443445225	-2.362716107	0.018141561	0.062634934
CCDC28A	Expressed in all		158.3591875	0.047002448	0.178770079	0.262921224	0.792611297	0.8876405
RRAGD	Expressed in all		258.1090557	-0.107712152	0.116547372	-0.924192025	0.355386347	0.55023214
